athlete_id,pts_avg,pts_std,reb_avg,ast_avg,pra_avg,min_avg,games_played,games_started,athlete_display_name,team_id,team_display_name,team_abbreviation,position_group
4698736,14.904761904761905,7.001078397105392,4.809523809523809,2.9285714285714284,22.642857142857142,28.714285714285715,42,42,Flau'jae Johnson,14,Seattle Storm,SEA,Guard
4703609,7.204545454545454,4.364654787779955,2.5454545454545454,3.659090909090909,13.409090909090908,23.613636363636363,44,32,Charlisse Leger-Walker,18,Connecticut Sun,CON,Guard
4703794,10.692307692307692,5.38716423190703,4.5,2.3846153846153846,17.576923076923077,24.73076923076923,26,15,Sarah Ashlee Barker,132052,Portland Fire,POR,Guard
4704180,7.0,5.193914148890652,1.3636363636363635,3.409090909090909,11.772727272727273,23.136363636363637,44,44,Georgia Amoore,16,Washington Mystics,WSH,Guard
4704594,3.473684210526316,3.791341320146203,1.4736842105263157,0.3684210526315789,5.315789473684211,9.421052631578947,19,0,Marta Suarez,11,Phoenix Mercury,PHX,Forward
4790258,1.68,2.6882460204874605,1.16,0.44,3.28,6.44,25,1,Raquel Carrera,9,New York Liberty,NY,Forward
4790260,4.6,4.488582005606295,2.1,2.0,8.7,12.95,20,0,Marine Fauthoux,9,New York Liberty,NY,Guard
4790264,12.725,5.495860913404485,3.95,1.2,17.875,22.025,40,0,Janelle Salaun,129689,Golden State Valkyries,GS,Forward
4790266,6.317073170731708,4.221605289402622,3.902439024390244,1.048780487804878,11.268292682926829,18.585365853658537,41,26,Awak Kuier,3,Dallas Wings,DAL,Forward
4858656,7.128205128205129,5.49726959584908,2.9743589743589745,0.8974358974358975,11.0,19.487179487179485,39,18,Gabriela Jaquez,19,Chicago Sky,CHI,Guard
4873358,3.0,3.7696851746252595,0.8205128205128205,1.0769230769230769,4.897435897435898,11.76923076923077,39,0,Antonia Delaere,8,Minnesota Lynx,MIN,Forward
4873359,3.0,2.808716591058786,2.3684210526315788,0.631578947368421,6.0,10.578947368421053,19,1,Kyara Linskens,11,Phoenix Mercury,PHX,Center
4874375,2.2222222222222223,3.321885102606746,1.0277777777777777,0.5555555555555556,3.8055555555555554,9.083333333333334,36,0,Jihyun Park,6,Los Angeles Sparks,LA,Forward
4874475,3.0,2.6457513110645907,1.2857142857142858,0.42857142857142855,4.714285714285714,9.0,7,1,Nikolina Milic,131935,Toronto Tempo,TOR,Forward
4898383,3.2,3.420526275297414,1.2,0.2,4.6,5.4,5,0,Bree Hall,5,Indiana Fever,IND,Guard
4898384,15.268292682926829,6.225047751800392,9.609756097560975,1.5121951219512195,26.390243902439025,28.121951219512194,41,41,Kiki Iriafen,16,Washington Mystics,WSH,Forward
4898400,1.9411764705882353,2.8607382839770166,1.7058823529411764,0.47058823529411764,4.117647058823529,9.764705882352942,17,0,Taylor Thierry,14,Seattle Storm,SEA,Forward
4898898,3.6,3.524702740908048,1.4285714285714286,0.5714285714285714,5.6,10.514285714285714,35,5,Gianna Kneepkens,18,Connecticut Sun,CON,Guard
4899328,7.159090909090909,5.953084726340219,1.1363636363636365,1.9318181818181819,10.227272727272727,15.295454545454545,44,0,Kaitlyn Chen,129689,Golden State Valkyries,GS,Guard
5017721,1.8529411764705883,2.893381715918364,1.0588235294117647,0.20588235294117646,3.1176470588235294,5.117647058823529,34,1,Sika Kone,20,Atlanta Dream,ATL,Forward
5017726,9.095238095238095,4.957426180203987,2.142857142857143,3.738095238095238,14.976190476190476,24.5,42,32,Jade Melbourne,14,Seattle Storm,SEA,Guard
5105406,6.256410256410256,4.240890849300594,2.076923076923077,0.7435897435897436,9.076923076923077,15.538461538461538,39,0,Frieda Buhner,132052,Portland Fire,POR,Forward
5105729,3.1,2.942177808428691,1.075,1.025,5.2,11.425,40,0,Chance Gray,6,Los Angeles Sparks,LA,Guard
5105731,1.8888888888888888,2.654383475307765,0.6666666666666666,0.2222222222222222,2.7777777777777777,5.222222222222222,18,0,Grace VanSlooten,5,Indiana Fever,IND,Forward
5105732,4.552631578947368,3.80396214791362,3.236842105263158,0.8421052631578947,8.631578947368421,12.552631578947368,38,3,Raegan Beers,18,Connecticut Sun,CON,Forward
5105737,6.431818181818182,3.266444815639049,4.613636363636363,1.1590909090909092,12.204545454545455,17.636363636363637,44,1,Lauren Betts,16,Washington Mystics,WSH,Center
5105740,1.0476190476190477,1.5644868320376006,0.8571428571428571,0.38095238095238093,2.2857142857142856,3.1904761904761907,21,0,Indya Nivar,20,Atlanta Dream,ATL,Guard
5105752,2.0,2.8284271247461903,2.2,0.8,5.0,7.8,5,0,Alissa Pili,6,Los Angeles Sparks,LA,Forward
5106145,1.6666666666666667,2.8867513459481287,0.3333333333333333,0.0,2.0,2.3333333333333335,3,0,Darianna Littlepage-Buggs,16,Washington Mystics,WSH,Guard
5106170,1.2857142857142858,2.3603873774083297,1.2857142857142858,0.42857142857142855,3.0,6.428571428571429,7,0,Ndjakalenga Mwenentanda,6,Los Angeles Sparks,LA,Guard
5106222,1.3,2.3118054512532935,0.4,0.5,2.2,5.2,10,0,Taina Mair,14,Seattle Storm,SEA,Guard
5106232,3.3684210526315788,4.47475047492768,1.263157894736842,0.8421052631578947,5.473684210526316,13.578947368421053,19,0,Ashlon Jackson,18,Connecticut Sun,CON,Guard
5107404,1.25,1.7645499039801518,0.75,0.5833333333333334,2.5833333333333335,6.75,12,0,Quionche Carter,11,Phoenix Mercury,PHX,Guard
5107515,2.6666666666666665,2.3094010767585034,1.3333333333333333,1.0,5.0,9.666666666666666,3,0,Laura Ziegler,6,Los Angeles Sparks,LA,Forward
5108051,5.0625,3.3360405672993045,1.75,4.1875,11.0,13.9375,16,2,Jordan Harrison,132052,Portland Fire,POR,Guard
5108550,4.282051282051282,3.8247718745093526,2.717948717948718,0.46153846153846156,7.461538461538462,13.153846153846153,39,3,Serah Williams,132052,Portland Fire,POR,Center
5108587,5.380952380952381,5.378150833504115,3.3333333333333335,0.2619047619047619,8.976190476190476,9.166666666666666,42,2,Madina Okot,20,Atlanta Dream,ATL,Center
5122345,2.135135135135135,2.594461645742953,1.027027027027027,0.4594594594594595,3.6216216216216215,9.837837837837839,37,2,Cassandre Prosper,16,Washington Mystics,WSH,Guard
5208981,11.4,5.150159019975449,1.8666666666666667,4.433333333333334,17.7,28.033333333333335,30,30,Leila Lacan,18,Connecticut Sun,CON,Guard
5208982,16.05128205128205,6.476470440426792,2.1538461538461537,6.282051282051282,24.487179487179485,26.102564102564102,39,38,Carla Leite,132052,Portland Fire,POR,Guard
5208983,4.818181818181818,4.183426476281427,1.4772727272727273,1.0227272727272727,7.318181818181818,13.022727272727273,44,1,Isobel Borlase,20,Atlanta Dream,ATL,Guard
5208985,3.0,3.070597894314954,0.625,1.375,5.0,9.25,8,0,Alicia Florez,16,Washington Mystics,WSH,Guard
5209202,4.309523809523809,4.347626743902623,2.1666666666666665,0.7619047619047619,7.238095238095238,18.452380952380953,42,28,Nyadiew Puoch,132052,Portland Fire,POR,Forward
5220104,5.071428571428571,4.322824676853457,1.1428571428571428,1.4285714285714286,7.642857142857143,15.214285714285714,14,0,Mai Yamamoto,17,Las Vegas Aces,LV,Guard
5220150,17.142857142857142,8.088273491124474,8.771428571428572,1.6571428571428573,27.571428571428573,26.457142857142856,35,34,Dominique Malonga,14,Seattle Storm,SEA,Center
5274110,7.633333333333334,5.169428257142866,1.8333333333333333,2.2333333333333334,11.7,21.766666666666666,30,17,Monique Akoa Makani,6,Los Angeles Sparks,LA,Guard
5277552,3.125,3.556683848755748,0.75,1.0625,4.9375,8.0,16,0,Juste Jocyte,129689,Golden State Valkyries,GS,Guard
5278157,3.0,1.4142135623730951,1.75,0.75,5.5,14.5,4,0,Alex Wilson,16,Washington Mystics,WSH,Guard
5278237,3.6,3.358981783322091,1.9666666666666666,0.6666666666666666,6.233333333333333,10.266666666666667,30,0,Anastasiia Olairi Kosu,8,Minnesota Lynx,MIN,Forward
5345319,4.461538461538462,3.9858047714499714,1.9743589743589745,0.8974358974358975,7.333333333333333,12.923076923076923,39,1,Nell Angloma,18,Connecticut Sun,CON,Forward
5345320,9.422222222222222,5.263462776921711,2.7555555555555555,3.3555555555555556,15.533333333333333,23.466666666666665,45,40,Pauline Astier,9,New York Liberty,NY,Guard
5345322,8.333333333333334,5.507570547286102,3.6666666666666665,0.0,12.0,17.333333333333332,3,0,Emma Cechova,8,Minnesota Lynx,MIN,Forward
5345325,10.27027027027027,5.776622661154991,5.945945945945946,1.7837837837837838,18.0,27.64864864864865,37,26,Awa Fam,14,Seattle Storm,SEA,Center
5345444,11.25,6.661674487450147,4.2272727272727275,1.75,17.227272727272727,25.40909090909091,44,36,Laura Juskaite,131935,Toronto Tempo,TOR,Forward
5345473,4.0,,0.0,2.0,6.0,6.0,1,0,Costanza Verona,3,Dallas Wings,DAL,Guard
5345478,1.8,2.3973669767168797,1.1,1.15,4.05,5.6,20,0,Eliska Joklova,8,Minnesota Lynx,MIN,Guard
5345524,6.348837209302325,5.056272487996293,2.0697674418604652,1.8604651162790697,10.279069767441861,23.558139534883722,43,33,Noemie Brochant,11,Phoenix Mercury,PHX,Forward
5346554,5.551724137931035,3.8133806420527003,1.5862068965517242,3.1724137931034484,10.310344827586206,13.448275862068966,29,1,Teja Oblak,132052,Portland Fire,POR,Guard
5349415,3.5925925925925926,3.296376323494766,1.5925925925925926,2.111111111111111,7.296296296296297,12.851851851851851,27,0,Alicia Florez,16,Washington Mystics,WSH,Guard
5355509,3.1578947368421053,3.131615803999534,0.8421052631578947,1.1578947368421053,5.157894736842105,9.473684210526315,19,1,Tima Pouye,131935,Toronto Tempo,TOR,Guard
5364343,3.357142857142857,2.205138853368958,2.2857142857142856,1.0714285714285714,6.714285714285714,14.857142857142858,14,0,Ornella Bankole,131935,Toronto Tempo,TOR,Guard
5447776,0.0,,0.0,0.0,0.0,4.0,1,0,Aminata Gueye,129689,Golden State Valkyries,GS,Center
